dt_sold,yr_sold,mo_sold,yr_built,yr_remodel,bldg_class,bldg_type,house_style,zoning,neighborhd,oa_cond,oa_qual,func,liv_area,1fl_area,2fl_area,tot_rms,bedroom,bathroom,kit,kit_qual,central_air,elect,bsmt_area,bsmt_cond,bsmt_exp,bsmt_fin_qual,bsmt_ht,ext_cond,ext_cover,ext_qual,fdn,fence,fp,fp_qual,gar_area,gar_car,gar_cond,gar_fin,gar_qual,gar_type,gar_yr,heat_qual,land_contour,land_slope,lot_area,lot_config,lot_frontage,lot_shape,pave_dr,roof_matl,roof_style,op_area,ep_area,wd_area,sale_price
2008-09-12,2008,9,1996,1997,20,1Fam,1Story,RL,Mitchel,5,7,Typ,2032,2032,0,7,3,4,1,Good,Y,SBrkr,1840,Average,Mn,GLQ,Excellent,Average,MetalSd,Good,PConc,NA,0,NA,786,3,Average,Fin,Average,Attchd,1996,Excellent,Lvl,Gtl,23730,Inside,NA,IR2,Y,CompShg,Gable,46,192,0,300
2006-07-01,2006,7,1959,1959,20,1Fam,1Story,RL,"NAmes",6,6,Typ,1194,1194,0,6,3,1.5,1,Average,Y,SBrkr,655,Average,Mn,ALQ,Average,Average,BrkFace,Average,CBlock,NA,1,Fair,539,2,Average,Fin,Average,BuiltIn,1954,Excellent,Lvl,Gtl,8910,Corner,79,Reg,Y,CompShg,Hip,0,192,0,159.5
2006-04-13,2006,4,2004,2004,160,Twnhs,2Story,RM,Edwards,5,7,Maj1,1709,970,739,7,3,2,1,Good,Y,SBrkr,970,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,380,2,Average,Unf,Average,Detchd,2004,Excellent,Lvl,Gtl,2522,Inside,24,Reg,Y,CompShg,Gable,40,0,0,137.5
2006-04-11,2006,4,2005,2005,20,1Fam,1Story,RL,Somerst,5,7,Typ,1616,1616,0,7,3,2,1,Good,Y,SBrkr,1616,Average,Av,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,834,3,Average,RFn,Average,Attchd,2005,Excellent,Lvl,Gtl,8688,Inside,73,Reg,Y,CompShg,Gable,59,0,208,232
2008-07-17,2008,7,1930,1950,30,1Fam,1Story,RM,IDOTRR,6,6,Typ,768,768,0,4,1,1,1,Average,Y,SBrkr,768,Average,No,Unf,Average,Good,Stucco,Good,BrkTil,NA,0,NA,440,2,Average,Unf,Average,Detchd,1930,Average,Lvl,Gtl,6291,Inside,NA,IR1,N,CompShg,Gable,0,84,0,93.85
2006-04-06,2006,4,1924,1950,30,1Fam,1Story,RL,Sawyer,5,5,Mod,872,872,0,5,2,1,1,Fair,N,FuseF,872,Average,No,Unf,Average,Average,BrkFace,Average,BrkTil,NA,1,Good,322,1,Fair,Unf,Fair,Detchd,1924,Fair,Lvl,Gtl,17529,Inside,NA,Reg,N,CompShg,Gable,0,116,0,105
2008-05-09,2008,5,1927,1950,30,1Fam,1Story,RM,BrkSide,6,4,Typ,520,520,0,4,1,1,1,Fair,N,SBrkr,520,Average,No,Unf,Average,Average,MetalSd,Average,BrkTil,NA,0,NA,240,1,Average,Unf,Fair,Detchd,1920,Fair,Lvl,Gtl,6324,Inside,60,IR1,Y,CompShg,Gable,0,87,49,68.5
2010-01-07,2010,1,1960,1960,90,Duplex,2Story,RL,"NAmes",5,5,Typ,2274,1105,1169,12,5,2,2,Average,Y,FuseA,1105,Average,No,Rec,Average,Average,MetalSd,Average,CBlock,NA,0,NA,480,2,Average,Unf,Average,Detchd,1960,Average,Lvl,Gtl,11600,Corner,80,Reg,Y,CompShg,Gable,0,0,0,154.3
2007-09-06,2007,9,1925,2003,50,1Fam,1.5Fin,RM,IDOTRR,7,5,Typ,1601,936,665,6,3,2,1,Average,Y,SBrkr,936,Poor,No,Unf,Average,Good,VinylSd,Good,BrkTil,NA,0,NA,0,0,NA,NA,NA,NA,NA,Excellent,Lvl,Gtl,7288,Inside,50,Reg,N,CompShg,Gable,0,0,0,129.85
2007-06-19,2007,6,1910,1950,70,1Fam,2Story,RM,OldTown,7,5,Typ,1232,616,616,6,3,1,1,Average,Y,SBrkr,616,Average,No,BLQ,Average,Average,MetalSd,Average,BrkTil,NA,0,NA,480,2,Fair,Unf,Fair,Detchd,1920,Excellent,Lvl,Gtl,4571,Inside,35,Reg,Y,CompShg,Gable,0,143,280,114
2009-07-24,2009,7,2008,2009,20,1Fam,1Story,RL,StoneBr,5,9,Typ,2234,2234,0,9,1,3,1,Excellent,Y,SBrkr,2216,Average,No,GLQ,Excellent,Average,VinylSd,Excellent,PConc,NA,1,Good,1166,3,Average,Fin,Average,Attchd,2009,Excellent,Lvl,Gtl,17423,CulDSac,63,IR1,Y,CompShg,Hip,60,0,0,501.837
2008-06-25,2008,6,1915,1950,50,1Fam,1.5Fin,RM,OldTown,8,5,Typ,1416,876,540,7,4,1.5,1,Average,Y,SBrkr,876,Average,Mn,Unf,Average,Average,Wd Sdng,Average,BrkTil,NA,1,Good,720,3,Average,Unf,Average,Detchd,1949,Good,Lvl,Gtl,12665,Inside,100,IR1,Y,CompShg,Gable,0,194,418,153.9
2009-07-20,2009,7,1971,2006,20,1Fam,1Story,RL,"NAmes",7,4,Typ,864,864,0,5,3,1,1,Average,Y,SBrkr,864,Average,No,ALQ,Average,Good,VinylSd,Average,CBlock,GdWo,0,NA,576,2,Average,Unf,Average,Detchd,1986,Good,Lvl,Gtl,9000,FR2,60,Reg,Y,CompShg,Gable,0,0,200,130
2008-04-23,2008,4,1997,1997,120,TwnhsE,1Story,RM,Mitchel,5,6,Typ,1189,1189,0,4,2,3,1,Average,Y,SBrkr,1189,Average,No,GLQ,Excellent,Average,VinylSd,Average,PConc,NA,0,NA,392,2,Average,RFn,Average,Attchd,1997,Excellent,Lvl,Gtl,4500,FR2,32,Reg,Y,CompShg,Hip,122,0,0,160.5
2006-06-19,2006,6,2006,2006,120,TwnhsE,1Story,RL,NridgHt,5,9,Typ,1666,1666,0,6,2,3,1,Good,Y,SBrkr,1666,Good,No,GLQ,Excellent,Average,MetalSd,Excellent,PConc,NA,1,Good,575,2,Average,RFn,Average,Attchd,2006,Excellent,Lvl,Gtl,6373,Inside,48,Reg,Y,CompShg,Hip,75,0,228,310.09
2009-08-26,2009,8,2003,2003,20,1Fam,1Story,RL,SawyerW,5,7,Typ,1200,1200,0,5,2,3,1,Good,Y,SBrkr,1176,Average,No,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,555,2,Average,RFn,Average,Attchd,2003,Excellent,Lvl,Gtl,10083,Inside,67,Reg,Y,CompShg,Gable,41,0,0,184.9
2007-06-03,2007,6,1956,2000,20,1Fam,1Story,RL,"NAmes",7,5,Typ,928,928,0,4,2,1,1,Average,Y,SBrkr,928,Average,No,Rec,Good,Average,Wd Sdng,Average,CBlock,NA,0,NA,252,1,Average,Unf,Average,Attchd,1956,Average,Lvl,Gtl,13300,Inside,70,Reg,Y,CompShg,Hip,0,156,261,132
2009-08-12,2009,8,1969,1969,20,1Fam,1Story,RL,NWAmes,5,5,Typ,1336,1336,0,6,3,2.5,1,Average,Y,SBrkr,1288,Average,Mn,ALQ,Good,Average,HdBoard,Average,CBlock,NA,1,Fair,502,2,Average,RFn,Average,Attchd,1969,Average,Lvl,Gtl,9600,Inside,80,Reg,Y,CompShg,Gable,11,0,312,163
2010-04-28,2010,4,2004,2004,160,TwnhsE,2Story,FV,Somerst,5,7,Typ,1200,600,600,4,2,2.5,1,Good,Y,SBrkr,600,Average,Av,GLQ,Good,Average,MetalSd,Good,PConc,NA,0,NA,480,2,Average,RFn,Average,Detchd,2004,Excellent,Lvl,Gtl,3215,Inside,30,Reg,Y,CompShg,Gable,172,0,0,155
2008-05-09,2008,5,1969,1969,80,1Fam,SLvl,RL,NWAmes,6,6,Typ,1427,1427,0,7,4,2.5,1,Average,Y,SBrkr,1427,Average,Av,GLQ,Average,Average,MetalSd,Average,CBlock,NA,0,NA,516,2,Average,RFn,Average,Attchd,1969,Good,Lvl,Gtl,11104,Inside,NA,IR1,Y,CompShg,Gable,0,0,0,183
2007-06-19,2007,6,1996,2002,60,1Fam,2Story,RL,CollgCr,5,7,Min2,1992,1212,780,7,3,3.5,1,Good,Y,SBrkr,860,Average,Mn,GLQ,Good,Average,VinylSd,Good,PConc,NA,2,Average,608,2,Average,RFn,Average,Attchd,1996,Excellent,Lvl,Gtl,15295,Corner,NA,IR3,Y,CompShg,Gable,32,0,225,211
2009-10-12,2009,10,1994,1994,60,1Fam,2Story,RL,SawyerW,5,7,Typ,1540,754,786,6,3,3.5,1,Good,Y,SBrkr,754,Average,No,LwQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,495,2,Average,RFn,Average,Attchd,1994,Excellent,Lvl,Gtl,9109,Inside,70,Reg,Y,CompShg,Gable,32,0,140,184
2009-06-18,2009,6,1979,1979,90,Duplex,1Story,RL,SawyerW,5,5,Typ,1535,1535,0,8,4,2,2,Average,Y,SBrkr,0,NA,NA,NA,NA,Average,HdBoard,Average,Slab,GdPrv,0,NA,400,2,Average,Unf,Average,Attchd,1979,Average,Bnk,Gtl,7018,Inside,64,Reg,Y,CompShg,Gable,0,0,0,118.858
2010-04-26,2010,4,1964,1964,80,1Fam,SLvl,RL,"NAmes",7,5,Typ,1152,1152,0,6,3,2,1,Average,Y,SBrkr,1152,Average,Av,GLQ,Average,Average,Wd Sdng,Average,PConc,NA,1,Good,484,2,Average,RFn,Average,Attchd,1964,Average,Lvl,Gtl,14112,Corner,NA,IR1,Y,CompShg,Hip,0,0,227,180.5
2007-02-15,2007,2,2006,2007,120,TwnhsE,1Story,FV,Somerst,5,8,Typ,1151,1151,0,5,2,3,1,Good,Y,SBrkr,1141,Average,No,GLQ,Good,Average,VinylSd,Good,PConc,NA,0,NA,484,2,Average,Fin,Average,Attchd,2006,Excellent,Lvl,Gtl,3523,Inside,80,IR1,Y,CompShg,Gable,60,0,0,166
2009-03-05,2009,3,1960,1960,80,1Fam,SLvl,RL,Sawyer,5,6,Typ,1138,1138,0,6,3,1.5,1,Average,Y,SBrkr,1138,Average,Av,BLQ,Average,Average,Wd Sdng,Average,CBlock,MnPrv,1,Average,480,2,Average,RFn,Average,Attchd,1960,Excellent,Lvl,Gtl,15312,Inside,88,Reg,Y,CompShg,Hip,0,0,0,148
2007-01-10,2007,1,1956,1956,20,1Fam,1Story,RL,"NAmes",5,5,Min1,1074,1074,0,6,2,1,1,Good,Y,SBrkr,894,Average,No,Rec,Average,Average,Wd Sdng,Average,CBlock,GdWo,1,Good,396,2,Average,Unf,Average,Detchd,1966,Good,Lvl,Gtl,7450,Inside,74,IR1,Y,CompShg,Hip,72,0,0,124
2007-08-19,2007,8,2005,2005,120,TwnhsE,1Story,RL,NridgHt,5,9,Typ,1561,1561,0,6,2,3,1,Excellent,Y,SBrkr,1561,Average,No,GLQ,Excellent,Average,MetalSd,Excellent,PConc,NA,1,Good,556,2,Average,Fin,Average,Attchd,2005,Excellent,Lvl,Gtl,7313,Inside,60,Reg,Y,CompShg,Hip,47,0,203,277.5
2006-06-01,2006,6,1995,1995,60,1Fam,2Story,RL,NoRidge,5,8,Typ,2726,1358,1368,9,4,2.5,1,Good,Y,SBrkr,1342,Average,No,ALQ,Good,Average,VinylSd,Good,PConc,NA,1,Excellent,725,3,Average,RFn,Average,Attchd,1995,Excellent,Lvl,Gtl,10019,Inside,83,IR1,Y,CompShg,Hip,169,168,307,350
2008-09-28,2008,9,2004,2004,20,1Fam,1Story,RL,StoneBr,5,9,Typ,1884,1884,0,7,2,3,1,Excellent,Y,SBrkr,1884,Average,Gd,GLQ,Excellent,Average,VinylSd,Excellent,PConc,NA,1,Good,670,3,Average,Fin,Average,Attchd,2004,Excellent,HLS,Gtl,15401,CulDSac,53,IR1,Y,CompShg,Hip,76,0,214,387
2007-07-02,2007,7,1920,2002,30,1Fam,1Story,RL,Edwards,7,4,Typ,605,605,0,5,2,2,1,Average,Y,SBrkr,528,Average,Mn,ALQ,Average,Average,Wd Sdng,Average,BrkTil,NA,0,NA,0,0,NA,NA,NA,NA,NA,Excellent,Lvl,Gtl,9098,Inside,58,IR1,N,CompShg,Gable,0,144,0,86
2008-05-07,2008,5,1976,2007,20,1Fam,1Story,RL,Veenker,9,8,Typ,1671,1671,0,6,3,4,1,Excellent,Y,SBrkr,1426,Excellent,Mn,GLQ,Good,Excellent,VinylSd,Excellent,CBlock,GdWo,1,Good,550,2,Average,RFn,Average,Attchd,1976,Excellent,Lvl,Gtl,16280,Inside,103,Reg,Y,CompShg,Gable,90,0,280,290
2009-09-06,2009,9,1900,1950,30,1Fam,1Story,C (all),IDOTRR,3,3,Typ,797,797,0,5,2,1,1,Average,N,SBrkr,245,Average,No,Unf,Fair,Fair,AsbShng,Average,CBlock,NA,0,NA,0,0,NA,NA,NA,NA,NA,Average,Lvl,Gtl,9392,Corner,72,Reg,N,CompShg,Mansard,36,94,0,44
2009-06-03,2009,6,2001,2002,60,1Fam,2Story,RL,Mitchel,5,6,Typ,1961,804,1157,7,3,3.5,1,Good,Y,SBrkr,804,Average,No,ALQ,Excellent,Average,VinylSd,Average,PConc,NA,1,Average,560,2,Average,Fin,Average,BuiltIn,2001,Excellent,Lvl,Gtl,12209,CulDSac,71,IR1,Y,CompShg,Gable,192,0,125,215
2006-07-25,2006,7,1972,1972,190,2fmCon,1Story,RL,NWAmes,6,5,Typ,1193,1193,0,6,2,3,1,Average,Y,SBrkr,1153,Average,No,GLQ,Good,Average,Plywood,Average,CBlock,MnPrv,0,NA,501,2,Average,Fin,Average,Attchd,1972,Excellent,Lvl,Gtl,13110,Corner,79,IR1,Y,CompShg,Gable,153,0,140,146.5
2006-04-24,2006,4,2000,2000,160,Twnhs,2Story,FV,Somerst,5,7,Typ,1382,673,709,6,3,3.5,1,Good,Y,SBrkr,673,Average,No,GLQ,Good,Average,MetalSd,Good,PConc,NA,0,NA,490,2,Average,Unf,Average,Detchd,2000,Excellent,Lvl,Gtl,2651,FR2,NA,Reg,Y,CompShg,Gable,50,0,153,165
2007-08-26,2007,8,1916,1950,50,1Fam,1.5Fin,RM,OldTown,7,6,Typ,2526,1664,862,10,5,2,1,Good,N,SBrkr,714,Average,No,Rec,Average,Good,Stucco,Average,BrkTil,GdWo,1,Good,216,1,Average,Unf,Average,Detchd,1916,Average,Lvl,Gtl,8520,Inside,60,Reg,Y,CompShg,Gable,15,0,88,136
2006-10-26,2006,10,1957,1957,20,1Fam,1Story,RL,"NAmes",6,6,Min1,1390,1390,0,4,1,2.5,1,Excellent,Y,SBrkr,1705,Average,Gd,ALQ,Good,Average,Wd Sdng,Average,CBlock,NA,2,Good,550,2,Average,Unf,Average,Attchd,1957,Excellent,Low,Sev,39384,CulDSac,NA,IR1,Y,CompShg,Gable,189,0,0,252
2010-06-21,2010,6,2003,2003,160,Twnhs,2Story,RL,NridgHt,5,7,Typ,1626,764,862,6,2,2.5,1,Good,Y,SBrkr,764,Average,No,Unf,Good,Average,VinylSd,Good,PConc,NA,0,NA,474,2,Average,RFn,Average,BuiltIn,2003,Excellent,Lvl,Gtl,2628,Inside,36,Reg,Y,CompShg,Gable,27,0,0,175.5
2009-10-11,2009,10,1939,1950,70,1Fam,2Story,RM,OldTown,6,5,Typ,1558,868,690,7,3,1.5,1,Average,Y,FuseA,690,Average,No,ALQ,Average,Average,Wd Sdng,Average,BrkTil,MnPrv,1,Good,400,2,Average,Unf,Average,Detchd,1939,Average,Lvl,Gtl,6406,Inside,57,Reg,Y,CompShg,Gable,36,0,0,150
2007-08-17,2007,8,1960,1978,20,1Fam,1Story,RL,"NAmes",5,5,Min1,1422,1422,0,6,3,1,1,Average,Y,SBrkr,978,Average,No,Unf,Average,Average,Wd Sdng,Average,CBlock,GdWo,1,Average,286,1,Average,RFn,Average,Attchd,1960,Average,Lvl,Gtl,12342,Inside,NA,IR1,Y,CompShg,Hip,0,36,0,139.9
2008-06-02,2008,6,1930,1992,50,1Fam,1.5Fin,RM,BrkSide,7,5,Typ,1573,1128,445,8,3,2,1,Average,Y,SBrkr,1078,Average,No,Unf,Average,Average,MetalSd,Average,PConc,NA,1,Good,360,2,Average,Unf,Average,Detchd,1930,Average,Lvl,Gtl,6240,Inside,52,Reg,P,CompShg,Gable,0,0,0,162.9
2010-02-19,2010,2,1962,1962,20,1Fam,1Story,RL,"NAmes",6,6,Typ,1116,1116,0,5,3,1.5,1,Average,Y,SBrkr,1116,Average,No,Unf,Average,Average,Wd Sdng,Average,CBlock,NA,0,NA,440,2,Average,Unf,Average,Attchd,1962,Average,Lvl,Gtl,10000,Corner,87,IR1,Y,CompShg,Hip,0,0,0,160
2009-06-05,2009,6,1947,1950,20,1Fam,1Story,RL,Sawyer,2,2,Min2,660,660,0,5,2,1,1,Fair,N,SBrkr,0,NA,NA,NA,NA,Average,Wd Sdng,Average,Slab,NA,0,NA,0,0,NA,NA,NA,NA,NA,Fair,Lvl,Gtl,9000,Corner,NA,Reg,N,CompShg,Gable,0,100,0,63.9
2009-05-19,2009,5,1978,1998,20,1Fam,1Story,RL,NWAmes,5,6,Typ,1707,1707,0,7,3,2,1,Average,Y,SBrkr,1140,Average,No,ALQ,Average,Average,HdBoard,Average,PConc,NA,1,Average,479,2,Average,Fin,Average,Attchd,1978,Good,Lvl,Gtl,11088,Inside,80,Reg,Y,CompShg,Gable,0,0,0,184
2006-11-02,2006,11,1959,1959,20,1Fam,1Story,RL,Edwards,4,5,Typ,1466,1466,0,6,3,1.5,1,Fair,Y,SBrkr,1466,Average,No,BLQ,Average,Average,HdBoard,Average,CBlock,NA,2,Good,528,2,Average,Fin,Average,Attchd,1959,Average,Lvl,Gtl,17755,Inside,134,Reg,Y,CompShg,Gable,140,0,0,149.9
2008-07-03,2008,7,2000,2000,120,TwnhsE,1Story,FV,Somerst,5,9,Typ,1638,1638,0,5,2,3,1,Excellent,Y,SBrkr,1614,Average,Av,GLQ,Good,Average,MetalSd,Good,PConc,NA,1,Average,495,2,Average,Fin,Average,Attchd,2000,Excellent,Lvl,Gtl,4765,Inside,NA,IR1,Y,CompShg,Hip,68,0,230,300
2008-12-14,2008,12,1960,1960,190,1Fam,1Story,RL,ClearCr,3,5,Mod,1721,1721,0,7,3,3,1,Average,Y,SBrkr,988,Average,Mn,Rec,Average,Average,Plywood,Average,CBlock,NA,2,Average,626,2,Average,Unf,Average,Basment,1960,Good,Lvl,Gtl,10532,Corner,NA,Reg,Y,Tar&Grv,Flat,84,0,50,145
2009-08-01,2009,8,1997,1997,60,1Fam,2Story,RL,CollgCr,5,6,Typ,1764,928,836,7,3,3.5,1,Good,Y,SBrkr,928,Average,No,GLQ,Good,Average,VinylSd,Average,PConc,MnPrv,0,NA,470,2,Average,RFn,Average,Attchd,1997,Excellent,Lvl,Gtl,15426,Inside,65,IR1,Y,CompShg,Gable,99,0,276,231.5
2008-07-23,2008,7,1940,1969,30,1Fam,1Story,RL,Edwards,6,5,Typ,996,996,0,6,3,2,1,Average,Y,SBrkr,996,Average,No,BLQ,Average,Average,WdShing,Average,CBlock,NA,1,Good,0,0,NA,NA,NA,NA,NA,Excellent,Lvl,Gtl,13907,Inside,63,Reg,Y,CompShg,Gable,0,0,144,108
2009-11-25,2009,11,1956,1956,20,1Fam,1Story,RL,"NAmes",5,5,Typ,1202,1202,0,6,3,1.5,1,Average,Y,SBrkr,1202,Average,No,Rec,Average,Average,BrkFace,Average,CBlock,GdWo,0,NA,304,1,Average,RFn,Average,Attchd,1956,Average,Lvl,Gtl,8750,Inside,70,Reg,Y,CompShg,Gable,35,120,0,120
2007-10-07,2007,10,1961,1961,20,1Fam,1Story,RL,Sawyer,5,5,Typ,988,988,0,5,3,2,1,Average,Y,SBrkr,988,Average,No,Rec,Average,Average,Wd Sdng,Average,CBlock,NA,0,NA,572,2,Average,Unf,Average,Detchd,1963,Average,Lvl,Gtl,9945,Inside,NA,IR1,Y,CompShg,Hip,0,0,0,128.5
2010-03-07,2010,3,1927,1950,30,1Fam,1Story,RM,OldTown,6,5,Typ,1028,1028,0,5,2,1,1,Average,Y,FuseA,1008,Average,No,Unf,Average,Average,WdShing,Average,CBlock,NA,1,Good,360,2,Average,Unf,Average,Detchd,1927,Good,Lvl,Gtl,8960,Inside,56,Reg,Y,CompShg,Gable,0,130,0,115
2009-04-01,2009,4,1947,1950,50,1Fam,1.5Fin,RM,OldTown,7,5,Typ,1284,720,564,5,2,1.5,1,Average,Y,SBrkr,720,Average,No,LwQ,Average,Average,AsbShng,Average,CBlock,MnWw,0,NA,240,1,Average,Unf,Average,Detchd,1948,Average,Lvl,Gtl,3500,Inside,50,Reg,Y,CompShg,Gable,35,0,0,110
2008-06-15,2008,6,1977,1977,60,1Fam,2Story,RL,Veenker,3,9,Typ,2944,1599,1345,9,3,3,1,Good,Y,SBrkr,994,Average,No,GLQ,Good,Good,Wd Sdng,Good,CBlock,NA,1,Good,864,3,Average,RFn,Average,Attchd,1977,Average,Lvl,Gtl,24572,CulDSac,NA,IR1,Y,CompShg,Mansard,70,16,140,150
2006-10-11,2006,10,2004,2004,60,1Fam,2Story,RL,Gilbert,5,8,Typ,1414,707,707,6,3,2.5,1,Good,Y,SBrkr,707,Good,Av,Unf,Excellent,Average,VinylSd,Good,PConc,NA,1,Good,403,2,Average,Fin,Average,Attchd,2004,Excellent,Lvl,Gtl,9056,Inside,74,IR1,Y,CompShg,Gable,35,0,100,178
2006-05-12,2006,5,1932,1990,70,1Fam,2Story,RL,Crawfor,7,7,Typ,1609,959,650,8,3,1.5,1,Good,Y,SBrkr,637,Average,No,Unf,Average,Average,Wd Sdng,Average,BrkTil,GdWo,2,Good,579,3,Average,Unf,Average,2Types,1963,Excellent,HLS,Gtl,12320,Inside,70,IR1,Y,CompShg,Gable,0,0,0,199.5
2006-05-16,2006,5,1997,1998,60,1Fam,2Story,RL,Gilbert,5,6,Typ,1525,813,712,6,3,3.5,1,Average,Y,SBrkr,813,Average,No,GLQ,Average,Average,VinylSd,Average,PConc,NA,1,Average,400,2,Average,Fin,Average,Attchd,1997,Excellent,Lvl,Gtl,8238,Inside,60,IR1,Y,CompShg,Gable,72,0,421,183.5
2008-07-17,2008,7,1967,1967,80,1Fam,SLvl,RM,IDOTRR,5,5,Mod,1656,1092,564,7,3,1.5,1,Average,Y,SBrkr,624,Average,Mn,Rec,Good,Average,HdBoard,Fair,CBlock,MnPrv,1,Poor,288,1,Average,Unf,Average,Attchd,1967,Excellent,Lvl,Gtl,6000,Inside,75,Reg,Y,CompShg,Hip,180,0,0,126
2008-09-26,2008,9,1977,1977,120,Twnhs,1Story,RL,NPkVill,6,7,Typ,1055,1055,0,4,2,2,1,Average,Y,SBrkr,1055,Average,No,ALQ,Good,Average,Plywood,Average,CBlock,NA,0,NA,440,2,Average,Unf,Average,Attchd,1977,Fair,Lvl,Gtl,2529,Inside,24,Reg,Y,CompShg,Gable,38,0,0,148.5
2009-08-19,2009,8,1939,2006,60,1Fam,2Story,RL,OldTown,7,5,Typ,1352,676,676,7,4,2.5,1,Good,Y,SBrkr,676,Average,No,Unf,Average,Good,VinylSd,Average,BrkTil,NA,0,NA,720,2,Average,Unf,Average,Detchd,1939,Excellent,Lvl,Gtl,10800,Inside,60,Reg,Y,CompShg,Gable,0,128,187,149
2009-05-15,2009,5,1977,1977,160,Twnhs,2Story,RL,NPkVill,5,6,Typ,1456,855,601,6,3,2.5,1,Average,Y,SBrkr,855,Average,No,ALQ,Good,Average,Plywood,Average,CBlock,NA,1,Average,440,2,Average,Unf,Average,Attchd,1977,Average,Lvl,Gtl,2349,Inside,24,Reg,Y,CompShg,Gable,28,0,0,137.9
2008-05-01,2008,5,1993,1993,120,TwnhsE,1Story,RL,Veenker,5,8,Typ,1719,1719,0,6,1,3.5,1,Good,Y,SBrkr,1719,Average,Gd,GLQ,Good,Average,BrkFace,Good,PConc,NA,2,Good,473,2,Average,Fin,Average,Attchd,1993,Excellent,Lvl,Gtl,10846,CulDSac,32,IR1,Y,CompShg,Gable,30,0,122,324
2008-04-09,2008,4,1925,1950,30,1Fam,1Story,RL,Edwards,6,5,Typ,864,864,0,5,2,2,1,Average,N,FuseA,864,Average,No,Rec,Average,Average,Stucco,Average,CBlock,NA,0,NA,0,0,NA,NA,NA,NA,NA,Average,Lvl,Gtl,5604,Inside,67,Reg,Y,CompShg,Gable,0,96,0,98
2008-02-05,2008,2,1973,1973,160,Twnhs,2Story,RM,BrDale,5,6,Typ,987,483,504,5,2,2,1,Average,Y,SBrkr,483,Average,No,LwQ,Average,Average,HdBoard,Average,CBlock,NA,0,NA,264,1,Average,Unf,Average,Detchd,1973,Average,Lvl,Gtl,1680,Inside,21,Reg,Y,CompShg,Gable,0,0,52,103.4
2010-05-27,2010,5,1875,1996,50,1Fam,1.5Fin,RL,Sawyer,8,5,Typ,1020,780,240,6,2,1,1,Average,N,SBrkr,780,Average,No,Unf,Average,Good,VinylSd,Average,CBlock,NA,0,NA,0,0,NA,NA,NA,NA,NA,Good,Lvl,Gtl,6342,Inside,54,Reg,N,CompShg,Gable,0,176,0,94
2007-08-18,2007,8,2006,2006,120,Twnhs,1Story,RL,NridgHt,5,8,Typ,1554,1554,0,6,2,2,1,Good,Y,SBrkr,1554,Good,Mn,GLQ,Good,Average,VinylSd,Good,PConc,NA,1,Good,627,2,Average,RFn,Average,Attchd,2006,Excellent,Lvl,Gtl,4590,Inside,34,Reg,Y,CompShg,Gable,73,0,156,209.5
2006-09-19,2006,9,2006,2006,60,1Fam,2Story,RL,StoneBr,5,10,Typ,3390,1528,1862,10,5,3.5,1,Excellent,Y,SBrkr,1528,Average,Gd,Unf,Excellent,Average,CemntBd,Excellent,PConc,NA,1,Excellent,758,3,Average,Fin,Average,BuiltIn,2006,Excellent,HLS,Gtl,18062,CulDSac,60,IR1,Y,CompShg,Hip,34,0,204,545.224
2010-05-04,2010,5,1912,2009,70,1Fam,2Story,RM,OldTown,8,6,Typ,1560,780,780,7,3,1.5,1,Good,Y,SBrkr,780,Average,No,Unf,Average,Good,Wd Sdng,Good,PConc,NA,0,NA,0,0,NA,NA,NA,NA,NA,Excellent,Lvl,Gtl,12900,Inside,60,Reg,N,CompShg,Gable,0,0,344,159.9
2010-06-04,2010,6,1951,1951,20,1Fam,1Story,RL,Gilbert,5,4,Typ,864,864,0,4,2,1,1,Average,Y,SBrkr,864,Average,No,LwQ,Average,Average,VinylSd,Average,CBlock,NA,0,NA,400,2,Average,Unf,Average,Detchd,1951,Excellent,Lvl,Gtl,19138,Corner,140,Reg,Y,CompShg,Gable,0,0,0,141
2006-04-19,2006,4,2000,2000,60,1Fam,2Story,RL,Gilbert,5,6,Typ,1889,1008,881,9,3,2.5,1,Average,Y,SBrkr,982,Average,No,ALQ,Good,Average,VinylSd,Average,PConc,NA,1,Average,431,2,Average,Fin,Average,Attchd,2000,Excellent,Lvl,Gtl,8658,Inside,NA,IR1,Y,CompShg,Gable,0,0,0,215
2010-04-23,2010,4,1962,2010,20,1Fam,1Story,RL,Sawyer,8,5,Typ,1040,1040,0,6,3,2.5,1,Average,Y,SBrkr,1040,Average,No,ALQ,Average,Good,HdBoard,Average,CBlock,NA,0,NA,260,1,Average,Unf,Average,Detchd,1962,Excellent,Lvl,Gtl,6897,Corner,NA,IR1,Y,CompShg,Gable,104,0,0,127
2010-06-05,2010,6,1954,1998,20,1Fam,1Story,RL,Edwards,7,5,Typ,1172,1172,0,5,3,2,1,Average,Y,SBrkr,1172,Average,Av,BLQ,Average,Average,WdShing,Average,CBlock,NA,0,NA,366,1,Average,Fin,Average,Attchd,1954,Average,Lvl,Gtl,9525,Inside,75,Reg,Y,CompShg,Gable,0,0,240,128
